a;b;c;d;e;t
-28065123.27; 48899.59; 5808.26; 505.83; -513; 0
55878100.97; 5264.83; 5348.29; 331.95; 5265; 2
-299380346.03; 38765.91; 1910.77; 538.70; -7360; -1
-155640498.45; 19711.28; 6104.03; 679.82; -6029; -3
169468816.29; 18856.07; 3375.18; 769.29; 7623; 2
-68391318.57; 19899.42; 5374.54; 125.29; -2706; -1
-68678392.83; 111118.97; 917.56; 531.89; -613; 0
-381521499.79; 85369.08; 2905.22; 273.89; -4322; -1
-20457913.47; 58689.67; -2640.59; 935.06; -365; 0
-183349762.14; 22067.76; -1242.03; 597.50; -8804; 1
1190489.42; 40208.60; 2308.88; 64.44; 28; 0
367071820.06; 97226.56; -1209.86; 417.05; 3823; 0
-149334982.04; 77530.31; 2285.29; 43.91; -1871; 0
-683554022.27; 92984.28; 2590.94; 944.79; -7152; -1
-201030421.19; 116064.78; 2188.41; 385.38; -1700; 0
41513393.08; 34870.91; 6977.26; 729.85; 992; 0
-472756684.75; 106911.16; 4878.08; 792.24; -4229; -2
1160813565.32; 115343.12; 1227.84; 908.99; 9958; 1
-485408065.58; 118345.87; 4170.05; 645.60; -3962; -1
623884099.75; 110427.37; 1903.22; 0.16; 5554; 1
-53476521.18; 53930.82; -2112.48; 894.84; -1032; 0
28189458.56; 12956.11; 3773.54; 264.16; 1685; 0
435520316.02; 61664.17; -2746.38; 774.59; 7392; -2
271737127.15; 115865.32; 5067.98; 852.57; 2247; 1
570511001.76; 73447.22; -50.72; 706.61; 7773; 0
-63254359.13; 13351.43; -249.87; 376.18; -4828; 0
403331555.46; 85524.87; -1022.13; 614.24; 4773; 0
-807644131.18; 110054.89; 6791.77; 946.24; -6912; -4
-732736635.74; 89471.24; 2178.12; 476.20; -7995; -1
24883912.84; 12187.16; -1539.36; 118.45; 2337; 0
-111741189.48; 44050.84; 2800.81; 526.54; -2385; 0
203992271.23; 50777.02; -2823.97; 309.68; 4254; -1
612440074.92; 86457.12; 4449.83; 667.17; 6737; 2
5259363.99; 7268.46; -1188.27; 841.43; 865; 0
288372362.52; 40602.78; 1330.10; 94.84; 6877; 0
152643166.80; 51060.78; 2032.49; 691.42; 2875; 0
-291680615.69; 34231.32; 3139.67; 139.69; -7805; -2
68675217.23; 38794.03; -619.93; 965.12; 1799; 0
-415257770.48; 111610.06; 4513.48; 840.87; -3576; -1
-439897685.42; 41898.73; 6067.44; 223.61; -9171; -5
714489260.28; 109048.07; 50.92; 774.70; 6549; 0
188831139.67; 44878.47; 4489.15; 645.84; 3825; 1
323210986.36; 38104.17; 3627.40; 24.76; 7745; 2
-54712027.62; 17266.53; -782.03; 655.05; -3319; 0
333946050.39; 92701.51; 683.85; 671.71; 3576; 0
-577611955.19; 89449.96; 5614.55; 988.24; -6076; -3
-215016651.68; 120890.26; 5219.21; 890.99; -1705; 0
-12836673.16; 28820.58; 5410.55; 935.80; -375; 0
-80998527.38; 9254.90; 1774.31; 801.63; -7344; -1
218057923.91; 47205.87; -2903.16; 889.06; 4922; -1
-17906962.07; 17355.93; 4508.50; 171.56; -819; 0
-311386894.33; 43224.11; -766.12; 674.66; -7334; 0
915458205.25; 105660.84; -229.74; 362.74; 8683; 0
-134361701.40; 18514.87; -239.34; 62.41; -7352; 0
-258969364.16; 35277.53; 3595.08; 129.66; -6662; -2
318546649.99; 58208.45; -2332.88; 477.21; 5701; -1
63344440.50; 18055.97; -1284.88; 644.15; 3777; 0
-581789199.20; 73854.68; -2478.26; 723.33; -8151; 2
398319942.12; 43736.51; 2866.97; 286.02; 8547; 2
1158985205.10; 120224.27; -1621.61; 420.60; 9772; -1
-911063966.78; 101936.89; -153.41; 983.51; -8951; 0
-836613737.54; 105890.06; 6316.71; 741.24; -7456; -4
-309671048.63; 34115.21; -1817.44; 284.87; -9588; 1
143445569.32; 100432.93; 3362.71; 48.67; 1382; 0
-182462115.05; 92827.10; 5376.40; 330.60; -1858; -1
-515116854.13; 96035.58; -235.53; 880.54; -5377; 0
263637.08; 24528.19; 1835.52; 496.03; 10; 0
-384017754.88; 53198.25; 3374.78; 91.48; -6788; -2
-520331800.61; 92986.21; 6124.61; 481.08; -5250; -3
333421231.63; 39121.90; 2796.79; 546.73; 7954; 2
23356340.41; 86207.33; 3971.59; 746.00; 259; 0
-269537.27; 2795.23; 3064.28; 424.61; -46; 0
139466620.59; 120280.77; 3141.01; 268.98; 1130; 0
-1030342641.44; 100736.44; 3307.04; 635.43; -9903; -3
270471864.23; 113985.20; -1569.63; 99.76; 2406; 0
233759660.01; 19435.07; 6332.09; 877.63; 9072; 5
-1048460139.67; 106566.13; 3266.27; 972.95; -9546; -3
-66653276.44; 5636.93; 2206.47; 854.10; -8498; -1
215211289.26; 60110.00; -445.10; 611.43; 3607; 0
-236564915.20; 62120.32; 6191.81; 541.85; -3463; -2
-127007398.00; 27432.26; 5488.27; 75.49; -3858; -2
-1194562710.21; 115125.07; 6446.54; 711.85; -9826; -6
-516746723.87; 95234.14; 4389.29; 472.93; -5187; -2
-1202559304.89; 123004.82; -1472.80; 217.59; -9895; 1
199991057.34; 44351.84; -2799.57; 782.25; 4813; -1
219081823.84; 42807.36; 2243.40; 747.32; 4863; 1
-538573331.05; 70980.64; 5630.08; 296.43; -7030; -3
-39065679.99; 17071.60; 2941.55; 75.14; -1952; 0
28327683.89; 427.10; 3250.39; 45.63; 7703; 2
-730511874.43; 118065.73; -940.21; 737.66; -6237; 0
-113671952.61; 53376.98; 6168.30; 889.73; -1909; -1
77520394.04; 15110.08; 1006.42; 373.37; 4810; 0
13389098.96; 3373.68; 702.15; 907.58; 3285; 0
-109966219.64; 77749.94; -904.22; 96.13; -1431; 0
-182141278.38; 52915.75; -1434.33; 356.24; -3538; 0
-155121618.50; 70460.04; 3161.99; 570.92; -2107; 0
-444854853.39; 100473.47; -2119.54; 92.85; -4523; 0
-224697159.19; 29346.91; 2061.69; 229.05; -7154; -1
-325239866.29; 57675.26; 1870.67; 395.71; -5462; -1
-1109940686.03; 114455.89; -99.75; 492.85; -9706; 0
676208735.07; 120796.21; 5103.76; 384.71; 5371; 2
-12111244.28; 9288.05; -1539.34; 160.59; -1563; 0
-200054550.92; 67532.96; 3383.22; 104.68; -2821; 0
181177724.55; 20889.58; 4263.52; 440.09; 7203; 3
611474565.65; 83273.83; 4531.25; 749.58; 6964; 3
222307234.86; 98838.59; 5776.58; 689.97; 2125; 1
-169267830.11; 28772.41; -2549.66; 105.07; -6455; 1
-815731041.47; 84288.37; 3975.11; 761.05; -9242; -3
598567031.69; 117486.38; -1395.02; 868.08; 5156; 0
-2992482.69; 21809.11; -2626.53; 769.15; -156; 0
-6972782.11; 2557.12; 3506.17; 811.82; -1150; 0
536663219.17; 73001.33; 6246.05; 416.24; 6772; 4
-621718097.27; 84187.76; -769.26; 26.42; -7453; 0
66228472.85; 7608.12; 4191.00; 189.88; 5613; 2
215890354.54; 30414.43; 1315.49; 9.25; 6804; 0
452448076.06; 82878.13; -178.79; 12.13; 5471; 0
712969422.46; 105370.30; 6031.17; 638.46; 6400; 3
180979587.18; 50064.55; 3102.19; 282.46; 3404; 1
-424753528.30; 71367.28; -2177.91; 945.41; -6139; 1
28738937.50; 8468.38; 4390.21; 350.64; 2235; 0
-160326744.69; 21543.90; -781.57; 399.42; -7722; 0
311922886.42; 39295.86; -2979.31; 660.39; 8589; -2
196780073.88; 39498.74; -2662.34; 38.81; 5342; -1
350260069.42; 48133.29; 977.77; 784.23; 7132; 0
429823679.65; 59282.21; 6359.77; 895.38; 6548; 4
136197337.71; 53253.85; 4875.61; 363.18; 2343; 1
300105620.83; 77357.20; 6447.78; 797.27; 3581; 2
-100502855.56; 21442.47; 3118.35; 195.39; -4092; -1
-3281237.82; 74136.47; 5893.72; 271.89; -41; 0
1017000039.00; 122077.43; -2119.89; 507.13; 8478; -1
268405354.82; 24539.08; 6802.04; 222.47; 8564; 5
336206316.00; 112730.51; 6830.77; 915.31; 2812; 1
236210572.11; 49199.47; 4145.28; 274.00; 4428; 1
185854655.80; 32643.01; -2289.48; 247.47; 6123; -1
-750385545.69; 115300.82; 6732.93; 77.70; -6149; -4
361706230.54; 57747.39; 4983.49; 240.50; 5766; 2
-9426358.63; 1105.05; -2150.68; 703.12; 9015; -1
-339739880.68; 112494.71; 6921.77; 326.03; -2845; -1
-164724288.78; 23935.14; 4170.01; 552.26; -5861; -2
84387891.22; 12742.96; 6960.02; 893.20; 4283; 2
65157722.03; 14353.85; 242.41; 722.07; 4464; 0
549502963.62; 57237.74; 6207.93; 63.65; 8661; 5
89405784.90; 46023.38; 1206.30; 139.13; 1893; 0
-1177636063.84; 121732.07; 4800.22; 29.48; -9307; -4
-599832596.94; 58904.74; 1277.12; 850.39; -9967; -1
-59424145.39; 21386.52; -254.18; 856.19; -2812; 0
-88703582.83; 27155.05; 3570.12; 723.11; -2887; -1
-19824227.54; 45842.90; 3594.08; 567.72; -401; 0
424121889.13; 69676.52; 4730.83; 461.65; 5700; 2
60469740.00; 14629.62; 5073.78; 524.91; 3069; 1
-389148852.56; 108262.34; 3209.69; 825.75; -3491; -1
333661905.38; 46356.46; 6749.05; 198.68; 6283; 4
176746421.03; 48346.94; 559.10; 939.02; 3614; 0
442074795.61; 106902.77; 4929.96; 581.22; 3953; 1
521253861.96; 49013.92; 6209.50; 694.34; 9439; 5
208934958.39; 20305.71; 1519.73; 24.52; 9573; 1
30839905.53; 41569.38; 5016.58; 756.79; 662; 0
342237900.11; 64681.63; 5305.67; 969.18; 4890; 2
164877505.99; 51579.62; 203.51; 262.51; 3184; 0
213118906.48; 64216.99; 6751.68; 627.67; 3003; 2
-233244598.53; 54499.11; 1826.56; 642.85; -4141; 0
736084989.61; 79543.30; 422.48; 366.90; 9205; 0
327183992.67; 31866.74; 5153.40; 485.06; 8838; 4
-5393999.51; 13553.35; 3462.43; 309.24; -317; 0
361861849.93; 72593.03; 5970.12; 326.11; 4606; 2
-224529592.12; 36855.48; 5207.02; 704.13; -5338; -2
-267628830.04; 103865.41; -2298.49; 415.83; -2635; 0
160492218.83; 19721.54; -1377.47; 146.50; 8749; -1
689047874.72; 82662.20; 1542.60; 19.77; 8183; 1
-16247729.49; 12526.98; 3591.80; 103.95; -1008; 0
318144106.02; 54259.20; 6098.25; 793.31; 5271; 3
-189581798.92; 37907.85; 2147.46; 927.43; -4733; -1
596795633.70; 110847.69; -1983.11; 283.04; 5482; -1
141153886.98; 78247.97; -2317.96; 498.10; 1859; 0
400749447.98; 61536.69; 672.16; 791.56; 6442; 0
1203492263.20; 121447.61; 833.66; 257.94; 9842; 0
-8064821.84; 2384.55; 5592.53; 86.56; -1011; 0
36439831.20; 30935.51; -2774.90; 299.12; 1294; 0
-868539231.81; 90075.39; 265.69; 100.53; -9614; 0
509611891.14; 49361.54; 3530.19; 499.52; 9635; 3
182832835.83; 24791.67; 1201.06; 521.78; 7034; 0
-471322906.81; 61489.59; -1881.28; 391.19; -7907; 1
-108886315.38; 62369.29; 173.11; 951.23; -1741; 0
15828605.24; 848.17; 1618.88; 141.70; 6416; 1
177981151.61; 20108.97; 3414.84; 799.89; 7566; 2
155286146.83; 93105.74; 2337.50; 734.95; 1627; 0
-728888504.89; 70345.44; 4984.08; 76.20; -9676; -4
-177613195.08; 100844.35; -1341.16; 799.91; -1785; 0
-118501615.59; 17593.47; -1588.39; 144.84; -7404; 1
-252316361.79; 48234.58; -2640.73; 260.57; -5534; 1
-1123841344.41; 110319.24; 3005.49; 579.51; -9917; -2
95270533.25; 9482.52; 6954.77; 448.47; 5796; 4
-332650082.04; 113289.82; 358.99; 673.47; -2927; 0
-596204150.94; 101178.51; 2113.96; 123.47; -5772; -1
-575283527.46; 89706.25; -859.37; 437.24; -6475; 0
243017274.48; 38848.80; -157.95; 177.24; 6281; 0
402995926.01; 64578.03; -1668.90; 595.26; 6406; -1
622601161.02; 61548.21; 2736.89; 485.34; 9685; 2
-408410884.29; 52521.94; 1853.09; 260.85; -7511; -1
183607580.68; 113588.72; -1290.51; 104.03; 1635; 0
498792140.66; 54592.69; 6458.97; 196.89; 8170; 5
-323507101.39; 88452.96; -1698.57; 97.57; -3729; 0
774109344.46; 89179.30; -961.71; 747.70; 8775; 0
701024856.56; 84896.60; -415.42; 375.83; 8298; 0
-420217988.88; 45663.63; 246.78; 87.00; -9153; 0
82359651.59; 96466.58; -699.54; 257.07; 860; 0
338024028.05; 108424.59; 6237.56; 868.58; 2948; 1
-908627839.78; 99151.69; -1638.51; 934.92; -9318; 1
385898141.52; 42244.10; 1778.05; 308.15; 8766; 1
327097931.75; 53649.98; 830.02; 397.76; 6004; 0
317257169.93; 36423.95; 1878.25; 262.24; 8283; 1
502617400.76; 78049.34; -1360.69; 180.83; 6554; 0
-739917999.48; 97846.38; -1615.66; 240.56; -7689; 1
83070550.90; 37357.35; -2773.44; 438.03; 2402; 0
404652632.92; 90075.02; 3464.65; 55.11; 4326; 1
-604222466.77; 98833.45; -2787.92; 690.24; -6291; 1
557836128.39; 84595.62; 3725.49; 703.72; 6316; 2
631201656.67; 63860.31; 6421.58; 776.54; 8981; 5
-72912659.31; 12332.24; 5455.67; 422.16; -4099; -2
10168722.52; 44728.50; 3693.99; 869.65; 210; 0
352448668.93; 111071.13; -1581.02; 345.09; 3219; 0
-53079254.55; 29004.44; 1171.37; 964.30; -1759; 0
92295734.23; 102542.80; -2655.64; 503.80; 924; 0
-462635071.99; 64808.81; 1766.96; 736.62; -6949; -1
-479429222.97; 50472.68; -1521.36; 800.04; -9794; 1
81650598.16; 9976.86; 4265.35; 399.86; 5733; 2
756310951.72; 114891.01; -2528.66; 124.89; 6731; -1
-146083767.81; 19370.22; 14.57; 319.27; -7536; 0
-744810756.33; 113258.80; 574.42; 425.61; -6543; 0
260793515.20; 26477.74; 5458.77; 226.76; 8166; 4
-771162034.07; 72373.12; 5648.13; 215.66; -9884; -5
200079492.41; 38663.80; -812.96; 688.41; 5286; 0
988928964.32; 113530.01; 5689.87; 707.95; 8295; 4
-775459094.16; 86295.14; -1941.92; 661.96; -9193; 1
250181419.49; 80444.56; -1072.28; 516.09; 3152; 0
-675340066.76; 83012.22; 4117.19; 195.95; -7751; -3
-1117427397.95; 121455.47; 4579.65; 736.05; -8866; -4
-3009861.41; 24404.45; -2273.12; 231.43; -136; 0
105496645.57; 26121.23; 3705.36; 265.38; 3537; 1
51616978.34; 10064.24; 727.52; 491.29; 4783; 0
-389605942.19; 101185.86; -2501.48; 2.32; -3948; 0
989979759.07; 107035.82; 1514.59; 51.15; 9120; 1
-194076322.50; 61714.20; -1628.65; 490.78; -3230; 0
474566908.50; 53389.55; 766.21; 537.61; 8763; 0
197129844.86; 35984.90; 4139.22; 559.00; 4913; 2
-63294303.77; 21853.41; 2031.24; 541.04; -2650; 0
516505504.69; 57216.79; 6220.38; 212.85; 8142; 5
-343321956.16; 88163.82; 1429.59; 670.84; -3832; 0
371920749.76; 120217.60; -2855.42; 904.77; 3169; 0
166107670.86; 30441.81; -1176.89; 316.57; 5676; 0
-263145177.59; 89484.76; 2171.52; 244.77; -2871; 0
260787761.41; 93197.24; 3034.41; 837.80; 2710; 0
81749710.25; 15543.25; -1025.45; 249.88; 5631; 0
-177817335.94; 108381.54; 2615.55; 416.20; -1602; 0
305842527.66; 71814.60; 2599.64; 823.25; 4110; 1
199578498.36; 30070.16; 1182.35; 606.96; 6386; 0
-17422981.76; 10290.21; 431.62; 631.50; -1625; 0
1199819720.94; 114856.23; 5450.57; 821.83; 9973; 5
-96214038.07; 15610.95; -1147.02; 455.03; -6652; 0
-57394243.93; 10287.91; 3639.35; 665.49; -4121; -1
334742740.00; 66947.59; -2375.30; 470.79; 5184; -1
235763754.52; 98853.55; 3208.68; 448.69; 2310; 0
1098446536.99; 118380.04; 2928.25; 772.10; 9055; 2
480665710.79; 64056.07; -1051.00; 516.72; 7629; 0
-245356383.06; 117113.46; 846.33; 469.30; -2080; 0
249959636.84; 91703.54; -76.11; 985.18; 2728; 0
-81044849.20; 56925.75; 2101.82; 136.51; -1373; 0
-240789738.07; 29673.57; 3266.21; 624.22; -7310; -2
-214028155.25; 32838.11; 5497.58; 167.66; -5583; -3
103846198.33; 13529.59; 2086.38; 549.97; 6650; 1
827256265.46; 111562.87; -1847.18; 266.06; 7540; -1
-30386153.70; 1881.38; 3897.65; 69.98; -5258; -2
-125730581.37; 64747.71; 2995.06; 876.94; -1856; 0
-21748509.78; 11985.45; 1920.25; 877.11; -1564; 0
-606494168.04; 68565.56; -2477.06; 422.64; -9177; 2
-283346204.50; 57664.40; 3839.01; 618.13; -4607; -1
88961318.37; 49436.12; -636.72; 425.34; 1823; 0
102495732.26; 19936.89; 1695.81; 404.42; 4738; 0
773805896.07; 94435.56; 5179.00; 733.75; 7768; 4
50928425.67; 17661.23; -1493.48; 806.28; 3150; 0
327031743.46; 46456.25; 3763.62; 457.86; 6512; 2
-30218063.16; 88540.51; 3587.73; 578.86; -328; 0
-929875886.85; 105480.40; 1771.72; 817.33; -8670; -1
106433359.73; 89088.10; 2428.12; 347.00; 1163; 0
-470468999.97; 45620.84; 5757.23; 292.09; -9157; -5
-638056214.93; 83065.56; 1647.16; 225.53; -7532; -1
-306363389.83; 87494.55; -2793.59; 99.53; -3617; 1
447102362.04; 78964.35; 2877.56; 766.07; 5463; 1
-29889653.81; 241.28; 6493.65; 194.81; -4438; -2
20544252.77; 61794.45; 4691.80; 439.51; 309; 0
-764770765.19; 81750.00; 3900.21; 608.99; -8929; -3
21074634.03; 3867.87; 4054.93; 869.16; 2660; 1
5283654.00; 14749.19; 1971.24; 730.04; 316; 0
9336733.33; 2348.64; 599.49; 58.24; 3167; 0
22790357.38; 84856.09; 5581.84; 389.80; 252; 0
872560226.83; 100223.85; 2297.62; 528.65; 8511; 1
224477856.40; 92103.41; 274.31; 830.10; 2430; 0
334829518.92; 35759.81; -1015.65; 307.39; 9637; 0
-310483258.45; 29365.09; 4375.75; 128.62; -9202; -4
-782283563.75; 75032.00; 6873.94; 537.43; -9551; -6
-163278988.99; 26725.19; -2972.06; 190.47; -6874; 2
64811653.58; 68152.92; 795.64; 446.78; 940; 0
150170866.02; 34413.55; -659.70; 858.35; 4449; 0
535138673.93; 73381.24; 2043.52; 800.47; 7095; 1
-1079184852.55; 119247.93; 6648.58; 548.60; -8572; -5
21195458.78; 959.61; 2648.74; 862.54; 5874; 1
270927282.60; 63106.61; 5779.04; 463.55; 3933; 2
-135166918.87; 21154.39; 3756.58; 987.68; -5426; -2
238040014.19; 39894.51; 1991.82; 246.56; 5683; 1
-607699851.12; 83515.85; 2220.58; 275.54; -7088; -1
566543399.90; 82360.00; 431.67; 816.84; 6843; 0
-329120154.77; 49697.07; 1187.30; 261.03; -6468; 0
39486725.31; 12888.27; 6601.72; 638.32; 2026; 1
-357978532.10; 47629.49; -545.64; 14.33; -7603; 0
-592853606.59; 123134.81; 4580.32; 408.50; -4642; -2
-821973645.58; 88175.01; -2934.56; 293.03; -9643; 2
-865954436.94; 112840.70; -2457.73; 600.89; -7845; 1
-3827105.19; 4164.94; -1458.36; 535.59; -1414; 0
-651826972.42; 72200.52; -1094.71; 326.19; -9167; 0
-35879679.57; 111126.21; 2058.90; 517.19; -317; 0
156499210.17; 67329.48; -334.96; 663.56; 2336; 0
-612843737.58; 69553.37; -2990.56; 153.17; -9207; 2
-112812592.81; 39725.71; 1887.19; 9.96; -2711; 0
24431841.43; 27266.11; 5484.35; 934.94; 746; 0
2903585.82; 35477.77; -2853.21; 594.16; 89; 0
810064952.53; 112574.53; 3480.62; 945.02; 6980; 2
-324688631.75; 121905.63; -2666.33; 492.45; -2723; 0
-311926138.44; 44892.34; 1107.68; 737.53; -6781; 0
107431514.82; 15358.68; 6042.02; 11.30; 5020; 3
-280605699.06; 115470.16; 52.97; 251.62; -2429; 0
232495143.65; 89653.33; 5358.99; 92.70; 2447; 1
-890143702.72; 115320.48; 4693.50; 565.58; -7417; -3
-31525103.95; 65045.38; 5166.43; 571.06; -449; 0
-166121824.16; 75868.61; 4306.01; 376.05; -2072; 0
-124526763.35; 15561.74; 1866.78; 925.20; -7145; -1
-472880383.85; 82358.81; -175.91; 241.59; -5754; 0
-231930255.76; 35587.07; 6813.35; 212.16; -5470; -3
-717993152.52; 120979.87; 4895.51; 14.14; -5704; -2
-86145241.80; 6927.23; 2206.06; 820.49; -9432; -2
-367892785.34; 45865.05; -2425.11; 756.65; -8469; 2
532892543.55; 95982.18; 6241.60; 482.91; 5213; 3
-1000984475.99; 108164.27; 2064.17; 482.05; -9081; -1
-12648803.54; 7433.43; 5553.03; 271.74; -974; 0
-422009959.45; 40423.87; 2066.06; 994.14; -9932; -2
139391290.86; 93119.81; -130.29; 370.48; 1499; 0
-18482129.23; -139.89; -2082.59; 494.74; 8316; -1
346015506.04; 67996.72; -965.43; 924.57; 5162; 0
671390082.78; 90696.82; -1368.71; 967.35; 7516; -1
-142211829.14; 122385.43; 2911.34; 151.41; -1135; 0
195065318.70; 32775.93; -2505.08; 651.66; 6444; -1
738873802.34; 99206.38; -597.84; 527.61; 7493; 0
-196922022.91; 24370.88; -2279.56; 326.05; -8914; 2
102927167.60; 96704.19; -2448.55; 517.84; 1092; 0
311809735.80; 35272.30; 2874.23; 933.83; 8174; 2
-338316396.51; 33093.00; 5108.95; 754.28; -8856; -4
-199952984.26; 107204.33; 6147.71; 404.88; -1764; -1
78626698.76; 30594.86; -1058.16; 672.12; 2662; 0
10513760.47; 169.27; 1699.51; 596.79; 5626; 0
-13231809.52; 5155.03; 783.84; 626.58; -2228; 0
209496170.09; 101723.67; -1052.75; 571.48; 2081; 0
129757919.18; 38412.10; 2048.74; 497.12; 3207; 0
-273816133.23; 35190.51; 2333.97; 774.09; -7297; -1
-14064818.19; 19004.08; 2146.02; 274.88; -665; 0
811888748.75; 119539.61; -2129.82; 484.09; 6915; -1
25285137.95; 22175.32; 3160.49; 539.55; 998; 0
-416364706.21; 104021.29; 2194.19; 393.21; -3920; 0
163105741.05; 110503.75; -1839.03; 688.53; 1501; 0
-262825146.59; 79339.28; 3180.39; 870.48; -3185; -1
275309836.26; 102726.88; -986.36; 246.86; 2706; 0
-919825.96; 24004.14; 856.02; 359.06; -37; 0
234850162.53; 19259.83; 5357.59; 439.69; 9540; 5
-740395876.18; 112034.78; 5919.00; 5.88; -6277; -3
-617416141.41; 75518.95; -2770.50; 934.63; -8487; 2
-160151638.12; 59479.65; 6102.51; 491.04; -2442; -1
-265229695.13; 84212.53; 2463.84; 491.30; -3060; 0
622773198.47; 63675.00; 1468.64; 384.31; 9560; 1
78693935.47; 43985.47; -2126.99; 758.74; 1880; 0
-285085202.57; 39005.44; -260.51; 727.01; -7358; 0
-429919252.14; 58019.47; -1413.90; 111.71; -7595; 1
-448410797.82; 67831.02; 3560.60; 303.50; -6281; -2
80230860.03; 109303.75; 1973.45; 321.40; 721; 0
-106613464.98; 88075.42; 6022.96; 345.77; -1133; 0
88068991.72; 48828.57; 5069.22; 21.13; 1634; 0
528646321.05; 58863.50; 5090.81; 395.99; 8266; 4
280672429.15; 44742.97; -570.41; 413.09; 6354; 0
29729429.89; 31822.91; -2270.79; 132.81; 1006; 0
428583635.52; 102722.35; 2892.15; 113.92; 4058; 1
-315771276.84; 111289.47; -2777.00; 976.03; -2910; 0
232349225.16; 56043.67; 6634.83; 903.67; 3707; 2
-247267700.18; 39240.26; 835.54; 779.67; -6170; 0
-337503436.28; 87102.85; 6752.39; 113.76; -3596; -2
737424700.13; 103776.99; -1894.61; 750.77; 7238; -1
453923008.35; 62792.33; -924.68; 499.95; 7337; 0
-475922691.77; 50842.44; 2155.63; 179.89; -8980; -1
-830360367.43; 118167.32; 5656.18; 621.65; -6706; -3
-136290292.66; 46033.96; 3472.14; 434.02; -2753; 0
17598552.09; 3635.91; 3010.07; 452.74; 2648; 0
-672877379.93; 108901.35; -791.23; 311.73; -6224; 0
485350654.03; 74489.52; 5311.64; 114.76; 6082; 3
-717945597.57; 71462.94; 1042.17; 857.34; -9902; -1
-839226542.09; 86416.15; 3813.56; 51.82; -9301; -3
953977555.67; 105559.63; 3.89; 582.47; 9037; 0
38065422.36; 83326.26; -1465.13; 818.63; 465; 0
-865687152.38; 89755.38; 2890.93; 18.04; -9344; -2
-165717577.73; 64854.08; 4775.16; 177.19; -2380; -1
91192193.45; 25048.72; -2631.76; 903.23; 4068; -1
446970976.58; 100630.80; 4563.60; 150.19; 4249; 1
498905060.16; 49615.28; 1267.44; 966.01; 9805; 1
-207862051.65; 27463.77; 485.95; 87.55; -7437; 0
-133071075.60; 84396.96; -1071.30; 83.75; -1597; 0
705911351.87; 67429.40; 6341.25; 362.28; 9569; 6
816273584.84; 95931.48; 5835.58; 408.18; 8021; 4
687164173.43; 74309.63; -29.65; 775.89; 9251; 0
554414416.99; 72765.76; 1872.70; 85.34; 7428; 1
587337927.87; 63008.17; 3727.20; 663.39; 8801; 3
-292210294.45; 99968.14; -1014.43; 30.93; -2953; 0
-363601515.00; 104581.50; 6070.20; 16.57; -3286; -2
816678097.12; 121172.47; 3931.40; 415.02; 6528; 2
-575071387.62; 75779.10; 1796.96; 375.62; -7413; -1
64656959.00; 73956.68; -2905.08; 785.87; 910; 0
-9442968.28; 13120.59; 5073.95; 254.77; -519; 0
-68860011.61; 20279.65; -717.15; 734.80; -3520; 0
-218335315.41; 33069.91; 3024.54; 713.28; -6049; -1
901941563.78; 104529.07; 837.93; 347.22; 8560; 0
55940607.29; 3872.55; 4518.12; 257.99; 6667; 3
1006159399.80; 117172.26; 5067.98; 424.99; 8231; 4
373041617.61; 122663.48; -953.32; 153.74; 3065; 0
-132812590.03; 30382.06; -1024.72; 3.15; -4524; 0
179450269.80; 28556.07; 5749.08; 561.06; 5231; 3
326393836.62; 44014.28; 3801.99; 347.57; 6826; 2
240498337.84; 63025.16; 565.10; 210.53; 3782; 0
593118460.36; 70455.23; -487.26; 895.08; 8477; 0
-191784692.32; 48413.12; 6618.36; 398.97; -3485; -2
591629385.30; 98554.58; -2448.44; 308.35; 6156; -1
-46244634.80; 76290.18; 6142.32; 865.50; -561; 0
-344368604.43; 33963.40; 3467.97; 66.89; -9200; -3
-627856884.03; 96305.56; -1763.04; 907.89; -6641; 1
376004723.38; 39916.76; 4444.35; 312.85; 8476; 3
-359654981.91; 76036.11; -1310.37; 40.20; -4813; 0
60836185.53; 17616.65; 2014.26; 229.08; 3099; 0
-795510923.46; 114095.99; 5908.68; 94.39; -6629; -3
-601963549.24; 101723.50; -875.20; 763.91; -5969; 0
330450015.81; 47146.20; 2130.57; 244.48; 6706; 1
-1147140584.19; 117758.53; -487.97; 304.96; -9782; 0
404286513.46; 82903.57; 4756.12; 443.35; 4612; 2
295401068.31; 56326.86; 6591.36; 484.66; 4695; 3
-528686674.27; 65322.15; 1744.54; 591.74; -7883; -1
258349114.14; 28536.37; 3997.21; 849.72; 7941; 3
-47822185.34; 19041.38; -858.04; 539.41; -2630; 0
-48822521.35; 32712.93; 5192.76; 38.77; -1288; 0
48679043.39; 23264.09; -2549.60; 552.77; 2350; 0
-59870692.30; 57519.72; 1875.81; 995.11; -1008; 0
586636627.76; 114640.42; 5868.34; 919.47; 4868; 2
-493869341.19; 106806.35; 649.99; 314.17; -4596; 0
150548582.39; 70038.73; 1176.31; 430.05; 2114; 0
-125902719.35; 92888.04; -786.56; 605.34; -1367; 0
2797734.52; 11388.58; -1537.40; 854.62; 284; 0
-527305784.28; 92769.57; 5608.38; 980.58; -5360; -3
-36590335.27; 118633.57; 2929.01; 913.02; -301; 0
74363488.11; 22838.32; 6484.82; 894.19; 2536; 1
-267256882.10; 103425.70; 6919.83; 766.49; -2422; -1
793416853.07; 98583.50; 1595.40; 906.42; 7920; 1
