a;b;c;d;e;t
232.06; 547.05; 78.92; 5383186.62; 4; -1625293262982.46
267.18; 440.26; 70.02; 7136594.20; 4; -3111885498783.38
106.64; -8.41; 7.63; 284336.19; 1; -80653907023.44
185.61; -193.12; 8.91; 2584418.53; 3; -702876752720.95
185.45; -141.12; 13.24; 2579769.37; 3; -674024536480.77
216.53; 371.99; 56.00; 3515378.67; 3; -1290512393167.53
237.82; 156.09; 38.01; 4241437.24; 3; -1988022792694.27
220.17; 327.06; 35.59; 1211582.95; 1; -1715364456340.44
174.59; 577.19; 64.77; 1522965.80; 2; -635857798444.10
169.40; -192.50; 25.62; 3587857.31; 5; -523643194158.73
82.06; 589.20; 65.77; 335495.83; 2; -28598683183.35
61.86; 242.09; 45.17; 286266.00; 3; 6750314106206.44
191.19; -38.63; 13.45; 1827819.62; 2; -933353321220.86
166.92; 450.87; 70.91; 2784578.87; 4; -465366441281.26
233.60; 533.81; 61.15; 2727304.62; 2; 2310686913703.71
164.63; -255.27; 20.39; 3388964.17; 5; -458004926469.08
224.50; 360.05; 38.34; 1259646.49; 1; -1478536920827.41
229.54; 149.13; 20.76; 1317106.10; 1; -2176197446967.25
254.07; -314.88; 15.43; 8070364.14; 5; -2590365031183.88
95.97; 101.72; 50.14; 1150704.57; 5; 6879147926882.65
118.89; -47.63; 21.03; 1060268.54; 3; -112818095612.51
247.44; 184.02; 23.67; 1530472.22; 1; -2290999283676.60
188.26; -13.12; 7.24; 886051.12; 1; -842211844786.11
114.34; 244.45; 28.70; 326592.66; 1; -94908406639.72
212.43; 594.39; 57.87; 1127577.45; 1; -1138443567432.69
123.70; 351.44; 54.29; 1146585.54; 3; -162738503936.82
219.60; -494.36; 0.47; 6030517.26; 5; -1820234850438.45
176.72; -0.90; 24.92; 2342267.67; 3; -610790814572.96
95.89; -109.41; 32.55; 1149900.71; 5; -57483820998.20
83.94; 381.66; 48.47; 351495.39; 2; -29260245919.44
109.54; 239.77; 36.65; 599484.08; 2; -93960206633.28
208.42; 305.45; 58.79; 4342552.67; 4; -1107611391043.67
250.13; -135.53; 30.37; 7821076.95; 5; -2071873029197.21
237.16; -266.36; 11.14; 5625351.14; 4; -2018991045864.14
240.93; 610.86; 67.57; 2901043.14; 2; -1992745554126.73
104.89; 222.86; 35.24; 549613.21; 2; -75805897237.40
71.03; 111.88; 25.99; 252023.73; 2; -16837896198.41
162.44; -135.73; 30.36; 3299021.94; 5; -414009777012.62
81.84; 733.77; 77.81; 333456.96; 2; -27543538880.54
108.99; -179.00; 1.75; 594293.89; 2; -83727522942.72
235.19; -181.82; 1.52; 2766103.39; 2; -1783779049865.64
93.08; -375.81; 10.35; 1084819.41; 5; 1821779139536.26
85.19; 86.69; 40.56; 725347.80; 4; -37410488817.26
233.30; 93.22; 32.77; 4081718.37; 3; -1922322798461.60
215.66; -414.25; 7.15; 5815719.29; 5; -1598402915960.80
207.26; 387.32; 73.94; 5367547.63; 5; -1059217997001.52
211.28; 270.79; 30.90; 1115730.14; 1; -1374112404670.30
108.77; 716.46; 76.37; 590122.68; 2; -76108015838.05
135.95; 331.44; 60.95; 1846836.99; 4; -216967459604.15
161.00; 238.02; 53.17; 2591036.54; 4; -530685747420.32
178.73; -210.55; 7.45; 2396348.11; 3; -623340740910.46
204.12; 127.01; 18.92; 1041464.38; 1; 6377693772044.53
260.85; 135.90; 44.66; 6803764.22; 4; -3040952232349.41
73.86; 174.37; 39.53; 408676.52; 3; -20828343737.17
217.67; 792.85; 74.40; 1183693.21; 1; -1655567252479.17
187.28; 590.74; 65.89; 1752522.31; 2; -942068696353.60
181.26; 315.69; 51.31; 2463110.98; 3; -782853914935.08
278.79; 34.46; 36.21; 7772107.14; 4; -3752720888888.24
69.24; -183.22; 9.73; 360145.62; 3; -15945005357.33
64.10; 98.40; 49.87; 513088.26; 5; -11637584848.00
109.07; -90.40; 9.13; 595041.09; 2; -68861195118.92
215.24; 585.98; 65.50; 2315241.32; 2; -1311978027774.41
116.84; 420.54; 43.38; 340844.07; 1; -121271877264.91
87.03; 257.47; 46.46; 567285.56; 3; -32145776166.14
207.00; 371.83; 55.99; 3212500.41; 3; -1094894186728.62
222.87; -233.09; 5.58; 3726019.50; 3; 2471976215815.61
79.87; -274.28; 2.14; 479237.43; 3; -25342741906.02
262.25; -83.07; 26.41; 6878043.83; 4; 1242128761428.85
225.93; 193.64; 49.47; 5103846.31; 4; -1502987335710.24
64.48; 196.30; 58.02; 518755.51; 5; 8607199966371.12
94.61; 289.90; 57.49; 893936.99; 4; -53501381864.48
60.22; -98.45; 16.80; 272277.88; 3; -7213202093.66
169.35; 0.52; 41.71; 3584869.20; 5; -602813664496.41
133.36; -220.72; 23.27; 2224158.61; 5; -176883140479.59
99.91; 19.10; 26.59; 748541.71; 3; -50151324345.41
97.47; 506.85; 50.57; 237025.36; 1; -49698312537.66
102.02; 253.24; 37.77; 519868.10; 2; -75441748651.08
89.39; -207.54; 16.04; 799831.20; 4; -39536020684.77
92.46; 252.32; 46.03; 640368.01; 3; -46586423040.37
64.58; -101.92; 16.51; 313073.88; 3; -11153128896.57
184.02; 521.36; 60.11; 1692207.67; 2; -697193628163.40
187.98; -274.22; 18.82; 4418646.42; 5; -743631785756.88
61.38; 283.35; 40.28; 187835.71; 2; -7105558947.74
149.97; 364.74; 63.73; 2247643.41; 4; 3494693177581.44
85.29; 131.55; 19.30; 181728.43; 1; -27145442813.75
239.83; 720.72; 68.39; 1437279.82; 1; -2067573874449.38
148.65; -3.84; 16.35; 1104807.64; 2; -316268028098.13
174.44; -18.77; 15.10; 1521487.58; 2; -557271774129.71
240.42; 76.50; 14.71; 1444928.18; 1; -2226234812258.15
182.27; 152.94; 21.08; 830373.13; 1; -628767139453.38
164.70; 18.92; 43.24; 3390853.03; 5; -495154070107.48
134.97; 604.65; 58.72; 454849.99; 1; -206564315813.72
221.34; 311.10; 34.26; 1224516.28; 1; -1352422535337.89
215.17; 198.69; 33.22; 2314550.00; 2; -1262677418159.62
99.25; -27.01; 6.08; 246278.64; 1; -68184761269.90
93.48; 626.56; 60.55; 217832.63; 1; -49379661135.96
183.91; -449.18; 4.23; 4230062.90; 5; -790491623789.39
211.06; 127.05; 52.25; 5567891.56; 5; -1110738628642.64
160.47; 116.18; 34.68; 1930861.41; 3; -428871351561.01
276.15; -60.51; 36.62; 9532588.41; 5; -4122156780002.06
146.21; 693.82; 74.48; 1067408.89; 2; -274941283380.77
241.86; -113.58; 23.87; 5850278.57; 4; -2283957122167.98
120.35; 204.88; 50.41; 1447563.54; 4; -132679830431.96
68.93; -43.10; 38.07; 594194.62; 5; 8738284859718.36
139.32; 691.53; 65.96; 484537.66; 1; -229842319180.20
187.52; -154.00; 20.50; 3517161.72; 4; -886232290093.04
251.05; 91.44; 32.62; 4726748.24; 3; -2493738742200.41
152.89; 397.70; 41.48; 584006.64; 1; -339635427839.34
147.32; 415.98; 59.67; 1626566.65; 3; 9158040981927.84
69.72; -96.10; 33.66; 608076.10; 5; -12150354650.85
129.30; -110.31; 32.47; 2090386.18; 5; -183212809112.95
95.41; 416.01; 76.33; 1135854.29; 5; -44595534465.25
93.89; -67.15; 2.74; 220455.89; 1; -44236816098.44
95.75; -86.22; 34.48; 1146360.82; 5; -52403740718.75
257.98; 229.67; 60.81; 8318086.92; 5; -3468833400742.01
212.18; 357.73; 38.14; 1125196.60; 1; -1397028454922.10
164.74; 57.37; 29.78; 2035150.82; 3; -462152925502.83
99.60; 20.43; 18.37; 495998.34; 2; -59709654091.63
131.87; 298.79; 58.23; 1737683.43; 4; -171248321244.25
233.27; 279.34; 64.94; 6800626.74; 5; -1800121874222.26
198.24; 134.94; 19.58; 982372.89; 1; 11390071515599.97
225.73; 549.30; 62.44; 2546555.87; 2; -1794270355554.36
266.78; 582.18; 56.85; 1778660.10; 1; -2992544456810.96
122.37; 21.15; 18.43; 748721.31; 2; -142965887173.41
250.50; -89.76; 34.19; 7844029.82; 5; -2739668615911.01
265.49; -152.35; 28.97; 8811579.25; 5; -2804076577151.71
270.83; 352.36; 46.03; 3666831.81; 2; 8402308978985.93
256.75; 84.91; 15.41; 1647933.91; 1; -2935326224078.74
156.27; 426.39; 77.20; 3050464.26; 5; -392454224515.43
83.40; 86.06; 32.17; 521384.97; 3; -30648390249.49
170.03; 397.39; 66.45; 2889267.28; 4; -515499493387.65
266.42; 66.80; 13.90; 1774446.88; 1; -3258117215067.96
190.98; 50.11; 12.51; 911796.40; 1; -987404293258.63
84.10; 73.34; 22.78; 353503.67; 2; -29550680370.77
212.46; 404.61; 67.05; 4512364.73; 4; -1472830478271.14
256.09; 162.31; 30.19; 3278726.58; 2; -2485846654363.46
219.48; 309.26; 42.44; 2407954.33; 2; -1435129649413.83
82.03; 386.12; 73.84; 839195.27; 5; -32936204821.15
138.70; 429.03; 77.42; 2402564.53; 5; -225276400770.73
150.66; -65.77; 27.85; 2270180.17; 4; -321082682302.41
214.12; 22.73; 26.89; 3438464.53; 3; -1160243937227.34
73.28; -45.74; 37.85; 671521.68; 5; -17807093958.04
132.57; -20.58; 6.62; 439374.71; 1; -211234977132.21
151.17; 503.25; 75.27; 2283136.61; 4; -337756378363.89
121.24; 165.04; 22.09; 367289.04; 1; -101706557918.20
129.35; 602.01; 75.17; 1253065.17; 3; -194840757235.88
258.85; 135.94; 28.00; 3349992.07; 2; -2793157578390.32
134.87; 454.05; 54.50; 908620.51; 2; -181882995321.70
254.30; 158.49; 54.87; 8082596.83; 5; -2406594130923.33
140.17; -419.33; 6.72; 2458116.86; 5; -252990143035.60
128.12; -212.83; 23.93; 2053028.31; 5; -169566101649.32
91.06; 141.90; 20.16; 207175.10; 1; -47586340716.40
225.23; 248.43; 62.37; 6339545.51; 5; -1765067069152.98
219.44; -228.63; 22.61; 6020499.00; 5; -1622008570437.14
275.36; 262.40; 63.53; 9476482.48; 5; -3387716784634.16
111.61; 255.43; 62.95; 1555905.53; 5; -79074500545.32
76.82; -37.58; 13.54; 295106.23; 2; -21116354967.00
144.31; -183.46; 1.38; 1041652.47; 2; 5710885469429.72
91.22; 295.40; 49.62; 623238.54; 3; -39538002755.77
137.23; -178.18; 18.49; 1883909.57; 4; -236764537209.51
248.27; -74.50; 10.46; 3082125.88; 2; -2630429595787.14
93.28; 307.64; 33.97; 217241.55; 1; -38648805412.50
123.10; 453.61; 71.13; 1513464.41; 4; -161713475780.49
163.88; -1.07; 8.24; 671411.00; 1; -428992502559.22
92.47; 444.20; 70.35; 853259.72; 4; -52993688891.60
191.71; -183.35; 26.39; 4594814.16; 5; -988802125356.26
138.14; 359.06; 54.92; 1430141.55; 3; -286218611294.54
274.17; 697.93; 66.49; 1878588.38; 1; -3626212429933.70
241.65; 226.59; 27.22; 1459642.55; 1; -2207345054215.38
248.68; -88.35; 0.97; 1546141.78; 1; -2110695279514.74
121.03; -336.71; 5.27; 1466160.40; 4; -147524341528.18
238.98; 260.72; 55.06; 5709876.54; 4; -1975008076833.21
225.45; 75.56; 47.96; 6352992.95; 5; -1599486922722.38
231.15; -17.23; 15.23; 2671657.52; 2; -2015480786648.79
103.98; -327.58; 6.04; 1082473.57; 4; -74230291311.49
154.97; 125.70; 52.14; 3001279.85; 5; -377902772016.19
225.73; 13.53; 9.46; 1273852.41; 1; -1516630355239.02
129.93; 418.45; 43.20; 421651.68; 1; -184895600499.99
213.68; 538.20; 61.52; 2281776.33; 2; -1456498175696.21
65.33; -52.85; 12.26; 213486.54; 2; -10794393958.70
274.27; 266.68; 63.89; 9401987.34; 5; -4148531657625.12
239.52; 239.68; 28.31; 1433947.34; 1; -1518784419611.87
263.08; 140.82; 20.07; 1730109.54; 1; -3531918066989.96
94.92; 1.56; 8.46; 225247.85; 1; -48444835924.67
249.88; 613.58; 67.80; 3120852.94; 2; -2195525586628.19
70.38; 424.87; 60.41; 370236.41; 3; -16408785274.33
167.26; 608.48; 75.71; 2096395.77; 3; -431493713455.61
170.84; 508.83; 75.74; 2916474.45; 4; -614355780469.88
109.14; 271.75; 55.98; 1190151.39; 4; -92260483794.25
265.11; 449.27; 62.44; 5269710.75; 3; -3139816341626.87
229.73; 59.84; 29.99; 3957985.54; 3; -1979002793764.18
279.12; 374.89; 72.91; 9736575.28; 5; -4101605792015.15
139.24; 658.02; 71.50; 968007.23; 2; -199085993979.02
136.49; 80.07; 15.01; 465647.22; 1; -234094476799.14
186.59; 294.58; 57.88; 3480572.81; 4; -706194762922.38
90.72; 197.59; 41.47; 616631.91; 3; -37920771778.35
61.12; 85.94; 40.50; 373164.08; 4; -8297003813.54
270.34; 239.13; 61.59; 9133942.27; 5; -3792435435430.49
155.29; 476.08; 48.01; 602371.14; 1; -309858027048.48
87.23; 206.87; 33.91; 380030.56; 2; -37131523001.36
66.36; -263.23; 19.73; 551702.19; 5; -11713494691.80
198.63; -230.44; 14.13; 3946455.76; 4; -973240674199.21
154.47; -153.96; 12.17; 1789946.68; 3; -359951825626.89
185.67; -221.32; 23.22; 4310211.22; 5; -711421482396.87
239.05; 527.97; 52.33; 1428063.55; 1; 4615064925563.80
112.55; -8.48; 15.96; 633381.69; 2; -110769705121.59
162.93; 513.33; 59.44; 1326297.95; 2; -428767643728.06
263.92; 539.36; 78.28; 6962959.81; 4; -2878960469006.50
275.19; 72.11; 31.01; 5679553.39; 3; -3203357012128.88
76.87; -131.21; 5.73; 295746.62; 2; -23937692851.27
180.46; 462.32; 71.86; 3254833.64; 4; -575814644208.50
97.51; -208.92; 15.92; 951611.54; 4; -53219358334.22
208.46; 273.28; 56.11; 4344376.37; 4; -976045294347.91
236.14; 44.80; 37.07; 5576020.14; 4; -2021919750734.30
111.53; 424.99; 52.08; 621067.23; 2; -91371926858.34
210.26; 273.42; 56.12; 4419927.92; 4; -1299606182159.00
269.30; 516.18; 68.02; 5437832.00; 3; -3626823909071.02
99.14; 386.77; 48.90; 490694.35; 2; -68227808706.84
64.90; 416.65; 76.39; 524475.18; 5; -10550684427.16
190.19; -22.13; 23.16; 2712935.44; 3; -784291324965.49
210.08; 450.95; 62.58; 3308772.58; 3; -1105688557765.33
73.89; 211.04; 42.59; 408810.43; 3; -20304607127.39
114.45; 214.61; 34.55; 654483.94; 2; 8898659189284.20
207.75; 464.20; 55.35; 2157161.04; 2; -1260675992140.01
247.76; 503.44; 75.29; 6136309.62; 4; -2408976460582.24
149.40; 598.71; 58.23; 557375.35; 1; -303721345836.67
187.28; 674.97; 64.58; 876190.09; 1; -868592188351.96
75.42; 378.70; 56.56; 425439.58; 3; -18893028111.30
98.67; 138.07; 36.51; 729789.87; 3; -59849761412.93
130.24; -342.96; 4.75; 1697702.10; 4; -196240867274.23
130.60; 107.47; 33.96; 1278984.36; 3; -228666428958.40
145.96; 316.66; 59.72; 2129182.45; 4; -282836202956.61
165.79; 109.38; 34.12; 2061118.69; 3; -577117499970.73
155.07; -143.86; 29.68; 3006459.68; 5; -335043953447.99
197.94; 405.91; 75.49; 4895263.22; 5; -978157152574.11
98.49; 302.92; 50.24; 726627.74; 3; -67524360071.63
192.21; 363.15; 71.93; 4616132.26; 5; -893425379185.57
277.47; -362.98; 3.09; 7700409.83; 4; -4332670292905.65
104.00; 341.69; 70.14; 1350248.83; 5; -68728751521.05
260.85; 130.68; 19.22; 1700891.81; 1; -2905505785504.28
147.86; 12.69; 34.39; 2186111.89; 4; -329906827321.41
118.41; -50.31; 37.47; 1752902.26; 5; -144419581687.71
265.42; 356.99; 63.08; 7043232.70; 4; -2806140648429.79
163.06; 39.98; 11.67; 664667.75; 1; -481941672547.34
62.32; 396.50; 58.04; 290103.77; 3; -9562104227.91
260.43; 325.96; 60.50; 6780925.27; 4; -3506988674352.08
102.92; 459.01; 63.25; 793128.18; 3; -80329946748.53
83.02; -7.25; 41.06; 861555.86; 5; -31174282972.44
85.88; 391.40; 65.95; 736040.12; 4; -35095075918.65
162.15; 118.04; 18.17; 657220.29; 1; -417437195073.25
142.21; 458.26; 54.85; 1010240.77; 2; -240211699390.21
276.86; -348.90; 4.26; 7666305.79; 4; -4063510934576.70
165.12; -226.54; 6.12; 2045465.24; 3; -401923169790.56
98.39; 494.04; 57.84; 483056.71; 2; -51960629259.45
108.65; 327.45; 35.62; 294797.80; 1; -98668412377.41
141.89; -86.89; 9.43; 1006771.64; 2; -251076503207.31
184.28; -132.43; 30.63; 4245327.55; 5; -683419497808.63
86.37; 641.86; 70.16; 371743.38; 2; -34466230411.64
252.90; 140.59; 45.05; 6395272.35; 4; -2807446054371.61
142.80; 612.42; 76.03; 1527561.28; 3; -259325756250.18
146.34; -417.55; 6.87; 2679032.34; 5; -313206786567.49
250.48; 339.23; 44.94; 3136380.49; 2; -2367782790426.33
147.53; 158.30; 21.53; 543945.48; 1; -329127371877.78
96.47; -103.32; 16.39; 698284.87; 3; -58064154785.22
134.29; -289.57; 17.54; 2255562.28; 5; -212611997205.67
175.39; 603.99; 67.00; 1536905.08; 2; -560735122807.30
152.09; -444.93; 4.59; 2893640.90; 5; -367597311189.76
174.57; 287.00; 32.25; 761539.78; 1; -695338563250.57
157.28; -180.98; 26.59; 3093115.22; 5; -387343812332.97
201.82; 471.91; 72.66; 4071371.42; 4; -1176417962775.81
117.03; 285.65; 57.14; 1368473.01; 4; -117002641782.12
84.46; -146.82; 4.43; 356970.55; 2; -34328042003.42
189.46; 62.16; 13.51; 897335.31; 1; -810185901278.28
125.90; 68.59; 47.38; 1981103.80; 5; -173359270617.76
245.08; 211.64; 34.30; 3002785.70; 2; -2572328146748.47
95.43; 339.04; 36.59; 227334.92; 1; -54848277163.26
207.37; -174.64; 10.45; 3225701.46; 3; -1155846810601.42
82.63; 231.70; 27.64; 170481.44; 1; 10631279529966.06
156.86; 434.15; 77.85; 3073284.49; 5; -335788084470.97
127.77; 219.83; 26.65; 407939.37; 1; -192159271458.57
257.50; -279.81; 18.35; 8289546.52; 5; -2776529194095.09
199.52; 724.20; 68.68; 994475.91; 1; -970183522370.64
169.80; 7.65; 8.97; 720780.46; 1; -476455621151.07
276.35; -85.85; 9.51; 3818632.98; 2; -4084108489695.67
64.60; 130.72; 19.23; 104187.33; 1; -10498699959.83
115.37; 93.68; 32.81; 998062.71; 3; -123238867687.11
220.55; 529.16; 69.10; 3646732.79; 3; -12671362272676.29
148.15; -273.21; 18.90; 2744734.54; 5; -340471656308.03
104.45; -46.70; 4.44; 272779.19; 1; -75150263740.81
169.71; -390.70; 9.11; 3602339.04; 5; -427941497267.06
171.28; -73.22; 18.90; 2200463.18; 3; -543523224315.39
61.86; 92.63; 32.72; 286760.24; 3; -9248445038.12
96.12; 172.30; 56.03; 1154006.43; 5; -52547654925.54
225.94; 323.14; 51.93; 3827829.52; 3; -1806053575601.61
185.46; -30.87; 39.09; 4299803.96; 5; -693646339378.05
239.71; 187.47; 57.29; 7181494.08; 5; -1891211568887.65
91.65; 105.34; 33.78; 629602.95; 3; -40044128561.86
146.14; 413.28; 51.11; 1067029.07; 2; -287915223838.29
256.56; -258.76; 20.10; 8229048.87; 5; -2902147431954.27
77.22; 566.37; 63.86; 297016.25; 2; -24766900028.49
261.84; -194.40; 8.80; 5142645.64; 3; -3507606526575.43
240.30; -195.62; 0.37; 2887627.39; 2; -2244350980746.89
219.90; 754.07; 71.17; 1208123.42; 1; -1426943393185.67
129.45; 25.28; 10.44; 418895.34; 1; -163375759211.08
175.21; -255.91; 3.67; 2303092.71; 3; -522467636229.11
169.82; 320.86; 68.41; 3603205.58; 5; -553702459608.31
153.77; 246.48; 37.21; 1181702.76; 2; -341304147236.92
262.37; -60.60; 19.95; 5163144.20; 3; -2847753320647.44
157.45; -461.95; 3.17; 3101067.77; 5; -446734603400.03
217.67; 36.11; 36.34; 4737833.40; 4; -1219215451519.51
218.96; 665.99; 63.83; 1197929.37; 1; -1446697673062.08
211.34; 174.04; 22.84; 1116483.02; 1; -1266121419421.74
141.57; 816.64; 76.39; 500222.97; 1; -244567938831.66
231.92; 24.68; 43.72; 6723304.69; 5; -1767933960972.16
253.19; 639.70; 69.97; 3203940.03; 2; -2745364424941.46
236.70; 609.35; 67.45; 2800045.91; 2; -1842189803101.50
135.49; -319.13; 15.07; 2296175.46; 5; -214066761351.92
155.77; -332.48; 5.63; 2427821.32; 4; -362463047121.93
125.14; 308.99; 59.08; 1564655.05; 4; -125065955794.57
199.17; 19.33; 43.28; 4958298.41; 5; -846183123936.93
234.38; -68.13; 10.99; 2746721.45; 2; -1767872568289.25
126.80; -492.52; 0.62; 2012103.59; 5; -161730876333.56
220.55; 563.00; 55.25; 1215536.48; 1; -1445344493663.91
236.13; 139.01; 28.25; 2787605.92; 2; -2242880785662.68
210.81; -115.82; 15.35; 3333370.65; 3; -1229409248639.42
173.93; -5.83; 7.85; 756305.92; 1; -625749148176.54
82.29; -85.32; 34.56; 846852.32; 5; -33474943855.95
139.91; 50.44; 20.87; 978572.06; 2; -235475813012.34
257.90; 77.27; 23.11; 3325344.96; 2; -2537657666967.81
111.94; -5.63; 24.53; 939809.08; 3; -85485303786.54
242.73; -121.06; 14.91; 4419118.21; 3; -2284325596420.10
175.62; -0.53; 8.29; 771042.06; 1; -548040342401.24
150.12; 195.65; 24.64; 563213.60; 1; -333799307524.64
78.10; 283.93; 48.66; 456613.22; 3; -24788505893.08
264.69; 355.15; 71.26; 8755753.29; 5; -3344780995304.53
94.81; 68.26; 47.35; 1123170.58; 5; -54162929955.37
261.79; 125.76; 35.48; 5139518.23; 3; -3002706018876.32
107.45; 415.35; 59.61; 864606.40; 3; -83172926148.73
189.07; 145.23; 20.44; 893551.10; 1; -807122648801.57
129.12; 386.76; 40.56; 416406.91; 1; -207769188947.60
262.27; 312.99; 34.42; 1719305.06; 1; -3064909431904.21
213.83; 851.78; 79.32; 1142243.68; 1; -1128669248927.50
203.43; 772.01; 72.67; 1033782.03; 1; -1010987366557.91
207.99; -6.23; 32.81; 4326118.55; 4; -1072718718478.29
276.36; 355.38; 62.95; 7636274.11; 4; -3723412142851.73
103.76; -306.99; 16.08; 1347274.29; 5; -75825453180.15
106.81; 12.81; 17.73; 570416.86; 2; -81579411253.67
78.25; 825.09; 77.09; 152270.69; 1; -24337119344.77
240.31; -175.20; 27.07; 7219751.10; 5; -2253891686207.99
250.72; 232.22; 52.68; 6285048.86; 4; -2647013006125.62
170.11; 704.28; 67.02; 722766.50; 1; -459100921487.83
155.31; 443.75; 45.31; 602576.93; 1; -347188127732.58
124.35; 403.94; 41.99; 386198.48; 1; -156922275504.45
99.22; -95.37; 17.05; 738660.08; 3; -64312746646.30
162.12; 72.36; 14.36; 656964.00; 1; -473169820475.69
217.15; 391.84; 40.99; 1178512.56; 1; -1381540203604.95
274.16; -279.29; 10.06; 7517611.69; 4; -3766099065303.04
114.50; 408.26; 67.35; 1309308.35; 4; -126129360446.36
219.50; 429.67; 52.47; 2408241.22; 2; -1544061534430.17
226.11; -368.74; 10.94; 6392370.47; 5; -1627003311546.62
88.00; -223.80; 23.02; 969103.90; 5; -41257500563.60
253.11; -116.13; 23.66; 6407026.67; 4; -2008262915697.24
188.08; 454.88; 71.24; 3535503.07; 4; -866998475979.70
113.84; 563.13; 63.59; 646798.28; 2; -103266144394.31
78.66; 135.95; 19.66; 154536.38; 1; -22991841294.59
264.63; 68.44; 22.37; 3501237.96; 2; -2770099082604.50
88.12; 637.42; 61.45; 193489.67; 1; -38214692555.16
78.65; 529.44; 60.79; 308253.56; 2; -24683036443.53
179.42; -103.73; 16.36; 2414723.41; 3; -614202778611.53
236.17; -147.00; 21.08; 5578044.17; 4; -1893996241694.15
270.89; 647.66; 70.64; 3667887.20; 2; -3231585566950.28
174.28; -269.81; 19.18; 3798003.75; 5; -565343204494.18
268.64; 408.52; 59.04; 5411396.46; 3; -3269802086747.02
223.45; 90.90; 32.58; 3744473.74; 3; -1527486053785.24
161.60; -4.20; 24.65; 1958554.65; 3; -486307345642.35
113.13; 55.83; 12.99; 319904.26; 1; -91942378720.72
118.76; -43.85; 13.01; 705262.78; 2; 11411409366689.49
84.42; 11.53; 25.96; 534445.73; 3; -32167057944.87
258.77; 248.23; 45.69; 5021392.97; 3; -2541800326064.02
63.70; -75.63; 27.03; 406093.47; 4; -11069451039.63
175.51; 430.12; 60.84; 2308972.42; 3; -534463572370.14
81.67; 312.28; 34.36; 166444.71; 1; -29127305695.67
182.30; -29.49; 30.88; 3323421.28; 4; -608354103122.05
162.91; 378.23; 39.85; 663126.73; 1; -466111134189.12
148.28; 679.24; 64.94; 548977.40; 1; -268846733909.71
95.81; -168.43; 10.96; 689020.59; 3; -50591278369.41
228.31; 264.42; 47.04; 3908581.83; 3; -1755906276693.33
91.77; 520.67; 51.72; 210004.93; 1; -40493100685.03
142.98; 733.98; 77.83; 1020666.97; 2; -250367148763.88
217.82; 103.65; 50.30; 5930430.55; 5; -1628002971355.90
247.95; 391.01; 40.92; 1536616.45; 1; 4784368334723.72
218.80; 672.39; 72.70; 2392295.64; 2; -1494673834408.89
141.49; 562.12; 63.51; 999877.88; 2; -276351761296.06
208.09; -292.30; 17.31; 5414011.92; 5; -1023834859558.50
215.96; 541.46; 53.45; 1165474.55; 1; -1484418341740.54
200.79; 284.50; 48.71; 3022999.23; 3; -1052381327204.89
60.78; 839.05; 78.25; 91530.81; 1; -8222634945.36
170.26; -380.64; 1.61; 2900264.12; 4; -591572590773.40
205.75; 271.86; 55.99; 4232127.59; 4; -1172697555840.54
67.23; 287.65; 65.64; 563624.67; 5; -14110575957.41
86.59; -157.08; 3.58; 375180.22; 2; -33336631792.19
64.53; 333.27; 69.44; 518893.08; 5; -11173870151.20
211.27; 396.91; 49.74; 2230997.86; 2; -1106093621016.92
238.60; 529.74; 77.48; 5691041.58; 4; -2235480069168.60
224.16; 384.74; 73.73; 6279111.49; 5; -1426279293145.27
123.95; -285.63; 1.20; 1153208.87; 3; -146283653772.75
112.58; 218.28; 59.86; 1583230.24; 5; -100436531535.48
193.80; 180.97; 23.41; 938778.37; 1; 2726491654912.51
107.89; 241.03; 36.75; 581491.16; 2; -85523307342.30
181.57; -172.26; 10.65; 2472967.05; 3; -686739612376.71
121.56; -31.94; 39.01; 1847266.13; 5; -135467189684.00
190.86; 89.48; 49.12; 4553184.41; 5; -917060872389.45
272.44; -285.64; 9.53; 7423373.21; 4; -4133509340853.86
62.06; 636.59; 69.72; 191313.66; 2; -7730133109.37
172.59; 319.51; 51.63; 2233104.61; 3; -581674165999.97
97.98; -406.79; 7.77; 1202012.30; 5; -57504131873.89
131.31; 201.87; 41.82; 1292527.53; 3; -196003847195.32
208.89; 275.38; 47.95; 3271749.22; 3; -1100065970965.51
206.83; 601.53; 58.46; 1068892.19; 1; -1322961503071.76
148.74; 137.65; 36.47; 1658895.48; 3; -325518751839.09
83.28; 464.07; 63.67; 518742.80; 3; -26214653346.58
145.06; 131.21; 52.60; 2629810.26; 5; -221303056649.08
279.35; 455.94; 79.66; 9752308.47; 5; -3737919501916.95
217.17; 448.18; 70.68; 4714689.07; 4; -1362671867752.26
261.04; 278.42; 31.54; 1703301.02; 1; -3221641787402.23
67.76; 338.52; 61.54; 457828.69; 4; -12666724895.34
188.76; 340.50; 70.04; 4452281.09; 5; -890645797166.62
257.99; -22.42; 23.13; 4992106.60; 3; -2676432200602.72
180.10; 392.48; 57.71; 2431548.56; 3; -646872653305.34
184.06; 651.05; 62.59; 846265.25; 1; -850047358201.44
131.01; 505.03; 67.09; 1285711.95; 3; -162156077898.24
108.85; 280.74; 65.06; 1479592.26; 5; -78047749050.77
123.45; 19.11; 43.26; 1904978.30; 5; -122585861383.28
260.57; 240.00; 61.67; 8485831.34; 5; -2537984052615.22
277.16; 189.11; 40.76; 5760941.62; 3; -3422317798091.94
140.20; 352.92; 62.74; 1964095.81; 4; -254361980457.77
